@relation 'openjpa_pkg_prediction_change-weka.filters.unsupervised.attribute.Remove-R1-2,8-10-weka.filters.supervised.instance.SMOTE-C2-K5-P4966.0-S1-weka.filters.supervised.instance.SMOTE-C3-K5-P5427.0-S1-weka.filters.unsupervised.attribute.Add-NClone_Comp-C5-W1.0-weka.filters.unsupervised.attribute.Add-NLogical_Dependency-C2-W1.0-weka.filters.unsupervised.instance.Resample-S1-Z50.0-weka.filters.unsupervised.attribute.Add-NConcern_Overload-C3-W1.0-weka.filters.unsupervised.attribute.Add-NScattered_Parasitic_Functionality-C5-W1.0-weka.filters.unsupervised.attribute.Add-NDependency_Cycle-C10-W1.0'

@attribute Label {a,b,c}
@attribute Logical_Dependency numeric
@attribute Concern_Overload numeric
@attribute Link_Overload numeric
@attribute Scattered_Parasitic_Functionality numeric
@attribute Unused_Interface numeric
@attribute Brick_Functionality_Overload numeric
@attribute Clone_Comp numeric
@attribute Sloopy_Delegation numeric
@attribute Dependency_Cycle numeric

@data
b,0,0,1,0,0,0.110717,0,1,0
c,0,0,1,0,0,0,0,1,0
a,0,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0,0
a,0,0,0,0,0,1,0,1,0
a,0,0,1,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0,0
a,0,0,1,0,0,0,0,1,0
b,0,0,1,0,0,0,0,0.444956,0
c,0,0,1,0,0,0.849638,0,1,0
b,0,0,0.166916,0,0,0,0,0,0
c,0,0,1,0,0,0,0,1,0
a,0,0,0,0,0,0,0,0,0
c,0,0,1,0,0,0,0,1,0
a,0,0,0,0,0,0,0,0,0
a,0,0,1,0,0,1,0,1,0
a,0,0,1,0,0,0,0,1,0
b,0,0,1,0,0,0,0,0.938539,0
b,0,0,1,0,0,0,0,0,0
b,0,0,1,0,0,1,0,1,0
c,0,0,1,0,0,0,0,1,0
c,0,0,1,0,0,0,0,1,0
c,0,0,1,0,0,0.082487,0,0.35061,0
a,0,0,0,0,0,0,0,0,0
c,0,0,1,0,0,0,0,1,0
b,0,0,1,0,0,1,0,0,0
c,0,0,1,0,0,0.121797,0,1,0
b,0,0,1,0,0,0,0,0.86522,0
a,0,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,1,0
c,0,0,1,0,0,0,0,1,0
a,0,0,0,0,0,1,0,1,0
c,0,0,1,0,0,0.565933,0,1,0
b,0,0,1,0,0,0.975147,0,1,0
b,0,0,1,0,0,1,0,1,0
a,0,0,0,0,0,0,0,0,0
a,0,0,0,0,0,1,0,0,0
a,0,0,0,0,0,0,0,0,0
b,0,0,1,0,0,0.258041,0,1,0
b,0,0,1,0,0,0,0,0.98339,0
c,0,0,1,0,0,0,0,1,0
c,0,0,1,0,0,1,0,1,0
a,0,0,1,0,0,1,0,0,0
b,0,0,1,0,0,0,0,1,0
c,0,0,1,0,0,1,0,1,0
b,0,0,0.099405,0,0,0,0,0.078775,0
b,0,0,1,0,0,0.85061,0,1,0
c,0,0,1,0,0,1,0,0.875366,0
a,0,0,1,0,0,1,0,1,0
b,0,0,0,0,0,0,0,0,0
b,0,0,1,0,0,0,0,0.135537,0
b,0,0,1,0,0,0,0,0.037585,0
b,0,0,1,0,0,0,0,0.999737,0
a,0,0,0,0,0,1,0,1,0
b,0,0,1,0,0,0.036824,0,1,0
c,0,0,1,0,0,1,0,0.023961,0
a,0,0,0,0,0,0,0,0,0
c,0,0,1,0,0,0,0,1,0
c,0,0,1,0,0,0,0,1,0
b,0,0,1,0,0,0,0,0.512992,0
a,0,0,0,0,0,0,0,0,0
b,0,0,1,0,0,0,0,0.031149,0
a,0,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0,0
a,0,0,1,0,0,0,0,0,0
a,0,0,0,0,0,1,0,1,0
a,0,0,1,0,0,1,0,1,0
c,0,0,1,0,0,0.115741,0,1,0
b,0,0,1,0,0,1,0,0.896159,0
b,0,0,1,0,0,0.370319,0,1,0
c,0,0,1,0,0,0.362897,0,0.552825,0
b,0,0,1,0,0,0,0,0.591611,0
b,0,0,0.686792,0,0,0,0,0.104606,0
c,0,0,1,0,0,0,0,1,0
a,0,0,1,0,0,0,0,0,0
b,0,0,1,0,0,0,0,0,0
c,0,0,1,0,0,1,0,1,0
a,0,0,0,0,0,0,0,0,0
a,0,0,1,0,0,0,0,0,0
b,0,0,1,0,0,1,0,0.538994,0
c,0,0,1,0,0,0.534877,0,1,0
b,0,0,1,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0,0
c,0,0,1,0,0,1,0,0.22205,0
a,0,0,1,0,0,0,0,1,0
c,0,0,1,0,0,1,0,1,0
a,0,0,1,0,0,1,0,1,0
c,0,0,1,0,0,1,0,0.069074,0
b,0,0,1,0,0,0.29214,0,0,0
a,0,0,0,0,0,0,0,0,0
c,0,0,1,0,0,1,0,0.17648,0
a,0,0,1,0,0,1,0,1,0
c,0,0,1,0,0,1,0,0.387586,0
a,0,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0,0
c,0,0,1,0,0,1,0,0.127002,0
b,0,0,0.469242,0,0,0,0,0,0
b,0,0,1,0,0,0,0,0.707614,0
c,0,0,1,0,0,0,0,1,0
a,0,0,0,0,0,0,0,0,0
b,0,0,1,0,0,1,0,0,0
c,0,0,1,0,0,0,0,1,0
c,0,0,1,0,0,0,0,1,0
b,0,0,1,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0,0
b,0,0,1,0,0,1,0,1,0
a,0,0,1,0,0,0,0,1,0
c,0,0,1,0,0,0.108711,0,1,0
b,0,0,1,0,0,0,0,0.196371,0
b,0,0,1,0,0,0.751464,0,1,0
c,0,0,1,0,0,0,0,1,0
b,0,0,1,0,0,1,0,1,0
b,0,0,1,0,0,0,0,0,0
c,0,0,1,0,0,0,0,1,0
b,0,0,1,0,0,0,0,0.221935,0
a,0,0,0,0,0,0,0,0,0
b,0,0,1,0,0,0.799071,0,0,0
b,0,0,1,0,0,0.510003,0,0,0
c,0,0,1,0,0,1,0,0,0
b,0,0,0.91944,0,0,0,0,0.231101,0
b,0,0,1,0,0,1,0,0.686809,0
a,0,0,0,0,0,0,0,0,0
b,0,0,1,0,0,0,0,0.872753,0
c,0,0,1,0,0,1,0,0,0
b,0,0,0.123542,0,0,0,0,0,0
a,0,0,1,0,0,0,0,0,0
c,0,0,1,0,0,0,0,1,0
a,0,0,1,0,0,1,0,0,0
b,0,0,0.777409,0,0,0,0,0.61087,0
b,0,0,1,0,0,1,0,0.686809,0
a,0,0,1,0,0,0,0,1,0
b,0,0,0.980081,0,0,0,0,0.910473,0
a,0,0,0,0,0,0,0,1,0
a,0,0,0,0,0,0,0,0,0
b,0,0,1,0,0,0,0,0,0
b,0,0,1,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0,0
c,0,0,1,0,0,1,0,1,0
b,0,0,1,0,0,0,0,0,0
b,0,0,1,0,0,0,0,0,0
c,0,0,1,0,0,0,0,1,0
a,0,0,1,0,0,1,0,0,0
a,0,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0,0
a,0,0,1,0,0,0,0,1,0
b,0,0,0.897796,0,0,0,0,0.011519,0
b,0,0,1,0,0,0,0,0.611541,0
a,0,0,1,0,0,0,0,1,0
b,0,0,1,0,0,0,0,0.311625,0
c,0,0,1,0,0,1,0,0.540489,0
a,0,0,0,0,0,0,0,0,0
a,0,0,1,0,0,1,0,1,0
c,0,0,1,0,0,1,0,1,0
b,0,0,1,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0,0
a,0,0,1,0,0,1,0,1,0
a,0,0,1,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0,0
c,0,0,1,0,0,1,0,0,0
c,0,0,1,0,0,0,0,1,0
a,0,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0,0
a,0,0,1,0,0,1,0,0,0
a,0,0,1,0,0,0,0,1,0
b,0,0,1,0,0,1,0,0.837154,0
c,0,0,1,0,0,1,0,1,0
b,0,0,1,0,0,0,0,0.312331,0
b,0,0,1,0,0,0.340915,0,1,0
a,0,0,0,0,0,0,0,0,0
c,0,0,1,0,0,1,0,0.803857,0
b,0,0,1,0,0,1,0,0.837154,0
c,0,0,1,0,0,0,0,1,0
a,0,0,0,0,0,0,0,0,0
c,0,0,1,0,0,1,0,0.21845,0
b,0,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,1,0
b,0,0,1,0,0,0,0,1,0
c,0,0,1,0,0,1,0,0.792929,0
c,0,0,1,0,0,0,0,1,0
b,0,0,1,0,0,0,0,0.707614,0
b,0,0,0.519418,0,0,0,0,0,0
c,0,0,1,0,0,0.199275,0,1,0
a,0,0,0,0,0,0,0,1,0
b,0,0,1,0,0,0.388729,0,1,0
a,0,0,1,0,0,1,0,1,0
c,0,0,1,0,0,0.896597,0,1,0
a,0,0,1,0,0,1,0,0,0
b,0,0,1,0,0,0.378015,0,1,0
a,0,0,0,0,0,0,0,0,0
c,0,0,1,0,0,1,0,0,0
b,0,0,1,0,0,0.946562,0,1,0
a,0,0,0,0,0,0,0,0,0
c,0,0,1,0,0,1,0,0.331483,0
b,0,0,1,0,0,1,0,0,0
c,0,0,1,0,0,1,0,0.873425,0
b,0,0,0.123542,0,0,0,0,0,0
c,0,0,1,0,0,0.298165,0,1,0
a,0,0,0,0,0,0,0,0,0
c,0,0,1,0,0,1,0,1,0
c,0,0,1,0,0,1,0,1,0
b,0,0,1,0,0,0.133566,0,1,0
b,0,0,1,0,0,1,0,1,0
b,0,0,1,0,0,0,0,0.054595,0
b,0,0,1,0,0,0.447756,0,0,0
c,0,0,1,0,0,0,0,1,0
b,0,0,1,0,0,1,0,1,0
c,0,0,1,0,0,0,0,1,0
a,0,0,0,0,0,1,0,0,0
c,0,0,1,0,0,0,0,1,0
c,0,0,1,0,0,0,0,1,0
a,0,0,0,0,0,0,0,0,0
c,0,0,1,0,0,0,0,1,0
b,0,0,1,0,0,0.670718,0,1,0
a,0,0,0,0,0,0,0,0,0
a,0,0,1,0,0,0,0,0,0
b,0,0,0.704444,0,0,0,0,0.93898,0
c,0,0,1,0,0,0.782995,0,0.6948,0
b,0,0,1,0,0,0,0,0.890626,0
a,0,0,0,0,0,0,0,0,0
c,0,0,1,0,0,0,0,1,0
a,0,0,0,0,0,0,0,0,0
b,0,0,1,0,0,0.0511,0,1,0
c,0,0,1,0,0,1,0,0.162085,0
c,0,0,1,0,0,0.732038,0,0.826767,0
c,0,0,1,0,0,0,0,1,0
b,0,0,1,0,0,1,0,1,0
b,0,0,1,0,0,0.542037,0,1,0
b,0,0,1,0,0,1,0,0,0
b,0,0,1,0,0,0.167883,0,1,0
b,0,0,1,0,0,0,0,0.135537,0
c,0,0,1,0,0,1,0,0,0
c,0,0,1,0,0,0.335709,0,0.987785,0
b,0,0,0.166916,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0,0
b,0,0,1,0,0,0,0,0.444956,0
b,0,0,1,0,0,0,0,0,0
c,0,0,1,0,0,0,0,1,0
c,0,0,1,0,0,0,0,1,0
a,0,0,1,0,0,0,0,0,0
b,0,0,1,0,0,0,0,0.616663,0
b,0,0,1,0,0,1,0,0,0
a,0,0,1,0,0,1,0,1,0
a,0,0,0,0,0,0,0,1,0
a,0,0,1,0,0,0,0,0,0
c,0,0,1,0,0,1,0,1,0
b,0,0,1,0,0,0.908114,0,1,0
c,0,0,1,0,0,1,0,0.127002,0
b,0,0,1,0,0,0.542037,0,1,0
b,0,0,1,0,0,0,0,0.890626,0
b,0,0,1,0,0,1,0,0,0
b,0,0,1,0,0,1,0,0.207713,0
c,0,0,1,0,0,1,0,1,0
c,0,0,1,0,0,0,0,1,0
c,0,0,1,0,0,1,0,1,0
b,0,0,1,0,0,0.239394,0,1,0
c,0,0,1,0,0,0,0,1,0
b,0,0,1,0,0,0,0,0.872753,0
a,0,0,0,0,0,0,0,0,0
c,0,0,1,0,0,0,0,1,0
b,0,0,1,0,0,0,0,0,0
b,0,0,0.701589,0,0,0,0,0,0
a,0,0,1,0,0,1,0,1,0
c,0,0,1,0,0,1,0,0.343918,0
c,0,0,1,0,0,0,0,1,0
c,0,0,1,0,0,0.513443,0,1,0
c,0,0,1,0,0,0.961028,0,1,0
b,0,0,0,0,0,0,0,0,0
b,0,0,1,0,0,0.228518,0,1,0
b,0,0,1,0,0,0,0,0.565879,0
b,0,0,1,0,0,0,0,0.311625,0
a,0,0,1,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0,0
c,0,0,1,0,0,0.803576,0,1,0
a,0,0,0,0,0,0,0,1,0
b,0,0,0.051018,0,0,0,0,0,0
b,0,0,0.406014,0,0,0,0,0.845586,0
c,0,0,1,0,0,0.770829,0,1,0
c,0,0,1,0,0,0,0,1,0
c,0,0,1,0,0,0,0,1,0
c,0,0,1,0,0,1,0,0.612529,0
c,0,0,1,0,0,1,0,0.305798,0
a,0,0,0,0,0,0,0,0,0
a,0,0,1,0,0,1,0,1,0
a,0,0,0,0,0,0,0,1,0
a,0,0,0,0,0,0,0,0,0
b,0,0,1,0,0,1,0,1,0
b,0,0,1,0,0,0,0,0,0
b,0,0,0.869467,0,0,0,0,0.567145,0
c,0,0,1,0,0,1,0,1,0
c,0,0,1,0,0,0,0,1,0
a,0,0,1,0,0,0,0,1,0
b,0,0,1,0,0,0,0,0.922308,0
b,0,0,1,0,0,0,0,0.745657,0
c,0,0,1,0,0,0,0,1,0
c,0,0,1,0,0,0,0,1,0
